id_consulta,id_paciente,id_medico,id_especialidade,data_hora,motivo_visita,status_consulta,sala_atendimento,valor_cobrado,nome_medico,cpf,data_nascimento,genero,endereco,telefone,email,plano_saude,nome_completo_medico,crm,nome_especialidade,tempo_medio_consulta_min
388,13,5,5,2025-05-17 17:00:00,Parestesia em membros superiores,Realizada,Sala 204,287.0,Rodrigo Teixeira Santos,217.798.649-44,1956-11-24,Masculino,"Rua dos Ipês, 1790 - Tambaú, João Pessoa/PB",(83) 99574-6573,rodrigo.teixeir@email.com,Amil,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1405,27,5,5,2026-05-19 17:45:00,Avaliação de tremor e tontura,Realizada,Sala 204,315.0,Sérgio Ramos Peixoto,903.565.392-64,2004-05-26,Masculino,"Rua das Flores, 1225 - Cabo Branco, João Pessoa/PB",(83) 99426-8973,sérgio.ramos.pe@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1601,27,5,5,2026-07-21 10:00:00,Enxaqueca com aura frequente,Não Compareceu,Sala 204,315.0,Sérgio Ramos Peixoto,903.565.392-64,2004-05-26,Masculino,"Rua das Flores, 1225 - Cabo Branco, João Pessoa/PB",(83) 99426-8973,sérgio.ramos.pe@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
485,22,5,5,2025-06-20 17:00:00,Avaliação de tremor e tontura,Realizada,Sala 204,315.0,Débora Silveira Campos,584.926.516-34,2015-04-26,Feminino,"Rua dos Ipês, 1744 - Bancários, João Pessoa/PB",(83) 98193-2588,débora.silveira@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
898,22,5,5,2025-11-07 10:15:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Débora Silveira Campos,584.926.516-34,2015-04-26,Feminino,"Rua dos Ipês, 1744 - Bancários, João Pessoa/PB",(83) 98193-2588,débora.silveira@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
639,105,5,5,2025-08-13 10:45:00,Avaliação de tremor e tontura,Cancelada,Sala 204,350.0,Bruna Barbosa Soares,719.540.201-99,1992-08-17,Feminino,"Rua Bancários, 945 - Bancários, João Pessoa/PB",(83) 98234-4522,bruna.barbosa.s@email.com,Particular,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1596,105,5,5,2026-07-20 15:45:00,Avaliação de tremor e tontura,Realizada,Sala 204,350.0,Bruna Barbosa Soares,719.540.201-99,1992-08-17,Feminino,"Rua Bancários, 945 - Bancários, João Pessoa/PB",(83) 98234-4522,bruna.barbosa.s@email.com,Particular,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1146,94,5,5,2026-02-04 10:30:00,Enxaqueca com aura frequente,Realizada,Sala 204,297.5,Marcelo Oliveira Rodrigues,790.506.966-81,1983-11-24,Masculino,"Rua Principal, 1093 - Bancários, João Pessoa/PB",(83) 98749-2479,marcelo.oliveir@email.com,SulAmérica,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1042,67,5,5,2025-12-30 15:45:00,Perda de memória recente,Realizada,Sala 204,315.0,Thiago Silva Nascimento,155.666.399-99,1971-05-02,Masculino,"Rua Principal, 60 - Centro, João Pessoa/PB",(83) 99933-3068,thiago.silva.na@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1082,67,5,5,2026-01-13 16:45:00,Perda de memória recente,Cancelada,Sala 204,315.0,Thiago Silva Nascimento,155.666.399-99,1971-05-02,Masculino,"Rua Principal, 60 - Centro, João Pessoa/PB",(83) 99933-3068,thiago.silva.na@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1296,67,5,5,2026-04-08 17:15:00,Parestesia em membros superiores,Realizada,Sala 204,315.0,Thiago Silva Nascimento,155.666.399-99,1971-05-02,Masculino,"Rua Principal, 60 - Centro, João Pessoa/PB",(83) 99933-3068,thiago.silva.na@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
213,96,5,5,2025-03-19 09:00:00,Perda de memória recente,Realizada,Sala 204,308.0,Isabela Pereira Rocha,575.817.409-93,1963-11-27,Feminino,"Rua Principal, 162 - Cabo Branco, João Pessoa/PB",(83) 98836-2911,isabela.pereira@email.com,Bradesco Saúde,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
978,30,5,5,2025-12-08 16:00:00,Parestesia em membros superiores,Realizada,Sala 204,315.0,Letícia Holanda Freire,140.734.183-63,1986-10-20,Feminino,"Rua dos Ipês, 846 - Mangabeira, João Pessoa/PB",(83) 99346-9565,letícia.holanda@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1357,30,5,5,2026-04-30 16:15:00,Avaliação de tremor e tontura,Cancelada,Sala 204,315.0,Letícia Holanda Freire,140.734.183-63,1986-10-20,Feminino,"Rua dos Ipês, 846 - Mangabeira, João Pessoa/PB",(83) 99346-9565,letícia.holanda@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
297,60,5,5,2025-04-17 16:45:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Rodrigo Ribeiro Rocha,545.280.851-76,2013-12-05,Masculino,"Rua Epitácio Pessoa, 1990 - Jaguaribe, João Pessoa/PB",(83) 99977-5425,rodrigo.ribeiro@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1022,60,5,5,2025-12-23 15:30:00,Perda de memória recente,Realizada,Sala 204,315.0,Rodrigo Ribeiro Rocha,545.280.851-76,2013-12-05,Masculino,"Rua Epitácio Pessoa, 1990 - Jaguaribe, João Pessoa/PB",(83) 99977-5425,rodrigo.ribeiro@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1375,92,5,5,2026-05-07 12:00:00,Parestesia em membros superiores,Realizada,Sala 204,287.0,Beatriz Rocha Souza,551.134.693-56,1960-05-26,Feminino,"Rua dos Ipês, 1348 - Tambaú, João Pessoa/PB",(83) 99499-3153,beatriz.rocha.s@email.com,Amil,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1332,26,5,5,2026-04-21 15:45:00,Avaliação de tremor e tontura,Realizada,Sala 204,287.0,Renata Vasconcelos Paiva,592.318.985-61,1976-07-16,Feminino,"Rua Bancários, 18 - Cabo Branco, João Pessoa/PB",(83) 99848-1960,renata.vasconce@email.com,Amil,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
735,16,5,5,2025-09-16 08:00:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Aline Meireles Pontes,214.471.999-49,1996-08-01,Feminino,"Rua Epitácio Pessoa, 332 - Bessa, João Pessoa/PB",(83) 98490-1949,aline.meireles.@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
751,16,5,5,2025-09-19 15:45:00,Avaliação de tremor e tontura,Realizada,Sala 204,315.0,Aline Meireles Pontes,214.471.999-49,1996-08-01,Feminino,"Rua Epitácio Pessoa, 332 - Bessa, João Pessoa/PB",(83) 98490-1949,aline.meireles.@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
301,38,5,5,2025-04-18 14:45:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Isabela Andrade Rodrigues,930.281.522-13,1985-03-26,Feminino,"Rua Esperança, 1026 - Bancários, João Pessoa/PB",(83) 98367-6442,isabela.andrade@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
493,38,5,5,2025-06-24 16:30:00,Perda de memória recente,Realizada,Sala 204,315.0,Isabela Andrade Rodrigues,930.281.522-13,1985-03-26,Feminino,"Rua Esperança, 1026 - Bancários, João Pessoa/PB",(83) 98367-6442,isabela.andrade@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
807,38,5,5,2025-10-07 11:45:00,Parestesia em membros superiores,Realizada,Sala 204,315.0,Isabela Andrade Rodrigues,930.281.522-13,1985-03-26,Feminino,"Rua Esperança, 1026 - Bancários, João Pessoa/PB",(83) 98367-6442,isabela.andrade@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1107,38,5,5,2026-01-22 15:30:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Isabela Andrade Rodrigues,930.281.522-13,1985-03-26,Feminino,"Rua Esperança, 1026 - Bancários, João Pessoa/PB",(83) 98367-6442,isabela.andrade@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
920,112,5,5,2025-11-15 17:45:00,Avaliação de tremor e tontura,Realizada,Sala 204,315.0,Lucas Lima Almeida,552.524.379-37,2009-08-20,Masculino,"Rua dos Ipês, 1770 - Tambaú, João Pessoa/PB",(83) 99546-9394,lucas.lima.alme@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1716,69,5,5,2026-09-11 14:30:00,Retorno de rotina programado,Agendada,Sala 204,350.0,Gabriel Rodrigues Nunes,221.671.882-63,1993-02-08,Masculino,"Rua Bancários, 1855 - Torre, João Pessoa/PB",(83) 99241-4697,gabriel.rodrigu@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1062,64,5,5,2026-01-07 14:00:00,Parestesia em membros superiores,Realizada,Sala 204,308.0,Thiago Pereira Martins,695.477.584-80,1986-05-22,Masculino,"Rua Esperança, 2264 - Bancários, João Pessoa/PB",(83) 99087-6632,thiago.pereira.@email.com,Bradesco Saúde,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
769,37,5,5,2025-09-25 08:30:00,Perda de memória recente,Realizada,Sala 204,315.0,Rodrigo Rodrigues Santos,981.140.466-36,1994-06-26,Masculino,"Rua dos Ipês, 2303 - Tambaú, João Pessoa/PB",(83) 99396-5088,rodrigo.rodrigu@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1235,37,5,5,2026-03-13 10:00:00,Parestesia em membros superiores,Cancelada,Sala 204,315.0,Rodrigo Rodrigues Santos,981.140.466-36,1994-06-26,Masculino,"Rua dos Ipês, 2303 - Tambaú, João Pessoa/PB",(83) 99396-5088,rodrigo.rodrigu@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1389,78,5,5,2026-05-13 12:30:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Fernando Ribeiro Barbosa,878.152.308-44,2018-11-15,Masculino,"Rua Bancários, 1995 - Altiplano, João Pessoa/PB",(83) 99124-3146,fernando.ribeir@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1554,78,5,5,2026-07-06 14:30:00,Enxaqueca com aura frequente,Realizada,Sala 204,315.0,Fernando Ribeiro Barbosa,878.152.308-44,2018-11-15,Masculino,"Rua Bancários, 1995 - Altiplano, João Pessoa/PB",(83) 99124-3146,fernando.ribeir@email.com,Unimed,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1108,28,5,5,2026-01-23 16:00:00,Perda de memória recente,Realizada,Sala 204,308.0,Tatiane Farias Medeiros,853.655.162-50,1982-01-19,Feminino,"Rua Bancários, 2069 - Jaguaribe, João Pessoa/PB",(83) 98117-1821,tatiane.farias.@email.com,Bradesco Saúde,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
1574,28,5,5,2026-07-14 16:30:00,Perda de memória recente,Realizada,Sala 204,308.0,Tatiane Farias Medeiros,853.655.162-50,1982-01-19,Feminino,"Rua Bancários, 2069 - Jaguaribe, João Pessoa/PB",(83) 98117-1821,tatiane.farias.@email.com,Bradesco Saúde,Dr. Eduardo Fontes Medeiros,6543/PB,Neurologia,50
103,10,1,1,2025-02-05 14:30:00,Dor no peito e palpitações,Realizada,Sala 101,246.0,Camila Farias Albuquerque,246.371.242-41,2005-11-15,Feminino,"Rua Esperança, 2404 - Altiplano, João Pessoa/PB",(83) 99525-9830,camila.farias.a@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
376,10,1,1,2025-05-14 10:30:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Camila Farias Albuquerque,246.371.242-41,2005-11-15,Feminino,"Rua Esperança, 2404 - Altiplano, João Pessoa/PB",(83) 99525-9830,camila.farias.a@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
654,84,1,1,2025-08-18 15:00:00,Acompanhamento de hipertensão,Realizada,Sala 101,270.0,Fernanda Machado Machado,567.115.839-28,2011-02-17,Feminino,"Rua Bancários, 1095 - Tambaú, João Pessoa/PB",(83) 98839-3529,fernanda.machad@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
101,104,1,1,2025-02-05 15:15:00,Eletrocardiograma de rotina,Realizada,Sala 101,264.0,Fernanda Lopes Nascimento,429.722.251-18,2011-02-03,Feminino,"Rua Esperança, 2407 - Jaguaribe, João Pessoa/PB",(83) 98258-5505,fernanda.lopes.@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
429,87,1,1,2025-06-02 13:15:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Pedro Costa Nunes,483.541.249-41,1962-05-12,Masculino,"Rua Esperança, 747 - Jaguaribe, João Pessoa/PB",(83) 99087-7751,pedro.costa.nun@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
933,72,1,1,2025-11-21 12:45:00,Eletrocardiograma de rotina,Realizada,Sala 101,270.0,Débora Oliveira Dias,910.740.703-94,1984-05-26,Feminino,"Rua Principal, 2240 - Bancários, João Pessoa/PB",(83) 99646-4241,débora.oliveira@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
581,91,1,1,2025-07-22 12:45:00,Acompanhamento de hipertensão,Cancelada,Sala 101,270.0,Maria Vieira Machado,608.952.393-39,1961-10-24,Feminino,"Rua Esperança, 788 - Bessa, João Pessoa/PB",(83) 99243-6772,maria.vieira.ma@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1008,91,1,1,2025-12-18 11:00:00,Dor no peito e palpitações,Realizada,Sala 101,270.0,Maria Vieira Machado,608.952.393-39,1961-10-24,Feminino,"Rua Esperança, 788 - Bessa, João Pessoa/PB",(83) 99243-6772,maria.vieira.ma@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
86,83,1,1,2025-01-30 09:15:00,Dor no peito e palpitações,Realizada,Sala 101,270.0,André Vieira Martins,425.862.584-58,1984-07-02,Masculino,"Rua Principal, 527 - Centro, João Pessoa/PB",(83) 98790-3492,andré.vieira.ma@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
781,83,1,1,2025-09-29 15:00:00,Dor no peito e palpitações,Não Compareceu,Sala 101,270.0,André Vieira Martins,425.862.584-58,1984-07-02,Masculino,"Rua Principal, 527 - Centro, João Pessoa/PB",(83) 98790-3492,andré.vieira.ma@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1656,24,1,1,2026-08-08 13:00:00,Eletrocardiograma de rotina,Realizada,Sala 101,264.0,Isabela Duarte Correia,294.649.559-27,1968-04-07,Feminino,"Rua Bancários, 1033 - Altiplano, João Pessoa/PB",(83) 98864-4006,isabela.duarte.@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
990,65,1,1,2025-12-11 15:00:00,Eletrocardiograma de rotina,Não Compareceu,Sala 101,270.0,Amanda Nascimento Almeida,336.223.838-34,1989-05-09,Feminino,"Rua Esperança, 768 - Torre, João Pessoa/PB",(83) 98646-2958,amanda.nascimen@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1119,65,1,1,2026-01-27 11:00:00,Check-up cardiológico,Realizada,Sala 101,270.0,Amanda Nascimento Almeida,336.223.838-34,1989-05-09,Feminino,"Rua Esperança, 768 - Torre, João Pessoa/PB",(83) 98646-2958,amanda.nascimen@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1501,65,1,1,2026-06-19 17:45:00,Acompanhamento de hipertensão,Realizada,Sala 101,270.0,Amanda Nascimento Almeida,336.223.838-34,1989-05-09,Feminino,"Rua Esperança, 768 - Torre, João Pessoa/PB",(83) 98646-2958,amanda.nascimen@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
739,98,1,1,2025-09-16 16:15:00,Check-up cardiológico,Realizada,Sala 101,264.0,Fernanda Marques Lopes,806.479.322-66,2007-05-02,Feminino,"Rua Principal, 1514 - Mangabeira, João Pessoa/PB",(83) 98910-4868,fernanda.marque@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
755,98,1,1,2025-09-22 14:00:00,Check-up cardiológico,Realizada,Sala 101,264.0,Fernanda Marques Lopes,806.479.322-66,2007-05-02,Feminino,"Rua Principal, 1514 - Mangabeira, João Pessoa/PB",(83) 98910-4868,fernanda.marque@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1362,120,1,1,2026-05-02 17:30:00,Check-up cardiológico,Realizada,Sala 101,264.0,Débora Rocha Gomes,460.619.175-49,1990-10-02,Feminino,"Rua Principal, 1520 - Manaíra, João Pessoa/PB",(83) 98945-8404,débora.rocha.go@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1591,120,1,1,2026-07-18 10:00:00,Eletrocardiograma de rotina,Realizada,Sala 101,264.0,Débora Rocha Gomes,460.619.175-49,1990-10-02,Feminino,"Rua Principal, 1520 - Manaíra, João Pessoa/PB",(83) 98945-8404,débora.rocha.go@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
552,118,1,1,2025-07-11 16:15:00,Eletrocardiograma de rotina,Realizada,Sala 101,270.0,Bruno Ribeiro Andrade,249.362.302-32,1973-04-04,Masculino,"Rua das Flores, 2033 - Tambaú, João Pessoa/PB",(83) 99233-3504,bruno.ribeiro.a@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
366,77,1,1,2025-05-12 17:30:00,Check-up cardiológico,Realizada,Sala 101,246.0,Felipe Lima Costa,626.944.101-94,1969-07-28,Masculino,"Rua Bancários, 232 - Centro, João Pessoa/PB",(83) 99780-9889,felipe.lima.cos@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
109,79,1,1,2025-02-07 11:15:00,Dor no peito e palpitações,Não Compareceu,Sala 101,264.0,João Rocha Barbosa,418.664.114-80,1985-12-06,Masculino,"Rua Principal, 1900 - Bessa, João Pessoa/PB",(83) 98835-2527,joão.rocha.barb@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
516,68,1,1,2025-06-30 13:15:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Daniela Lopes Almeida,358.982.589-24,1998-03-02,Feminino,"Rua Bancários, 313 - Bancários, João Pessoa/PB",(83) 99683-2070,daniela.lopes.a@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
686,68,1,1,2025-08-29 12:45:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Daniela Lopes Almeida,358.982.589-24,1998-03-02,Feminino,"Rua Bancários, 313 - Bancários, João Pessoa/PB",(83) 99683-2070,daniela.lopes.a@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1687,68,1,1,2026-08-20 08:30:00,Dor no peito e palpitações,Realizada,Sala 101,246.0,Daniela Lopes Almeida,358.982.589-24,1998-03-02,Feminino,"Rua Bancários, 313 - Bancários, João Pessoa/PB",(83) 99683-2070,daniela.lopes.a@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
416,48,1,1,2025-05-26 16:45:00,Eletrocardiograma de rotina,Realizada,Sala 101,264.0,Ana Fernandes Pereira,920.575.783-77,1970-08-05,Feminino,"Rua Epitácio Pessoa, 2077 - Centro, João Pessoa/PB",(83) 99144-6198,ana.fernandes.p@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1073,48,1,1,2026-01-09 09:00:00,Eletrocardiograma de rotina,Cancelada,Sala 101,264.0,Ana Fernandes Pereira,920.575.783-77,1970-08-05,Feminino,"Rua Epitácio Pessoa, 2077 - Centro, João Pessoa/PB",(83) 99144-6198,ana.fernandes.p@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1699,107,1,1,2026-08-25 11:00:00,Acompanhamento de hipertensão,Realizada,Sala 101,264.0,Lucas Marques Oliveira,862.856.481-26,1966-07-04,Masculino,"Rua Epitácio Pessoa, 2310 - Jaguaribe, João Pessoa/PB",(83) 99139-1982,lucas.marques.o@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
634,5,1,1,2025-08-12 17:00:00,Acompanhamento de hipertensão,Não Compareceu,Sala 101,270.0,Roberto Alves Monteiro,649.227.487-20,1960-12-15,Masculino,"Rua dos Ipês, 2374 - Jaguaribe, João Pessoa/PB",(83) 99130-5803,roberto.alves.m@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
484,114,1,1,2025-06-20 11:00:00,Eletrocardiograma de rotina,Realizada,Sala 101,246.0,Gabriel Moreira Lima,107.609.864-65,1992-06-04,Masculino,"Rua Epitácio Pessoa, 952 - Bancários, João Pessoa/PB",(83) 98359-3116,gabriel.moreira@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1298,40,1,1,2026-04-08 14:30:00,Dor no peito e palpitações,Realizada,Sala 101,264.0,João Dias Alves,985.171.891-45,2006-06-09,Masculino,"Rua Esperança, 2206 - Bancários, João Pessoa/PB",(83) 98719-9346,joão.dias.alves@email.com,Bradesco Saúde,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
162,45,1,1,2025-02-28 15:00:00,Dor no peito e palpitações,Realizada,Sala 101,270.0,Débora Almeida Almeida,912.915.853-31,1982-09-16,Feminino,"Rua Epitácio Pessoa, 1382 - Altiplano, João Pessoa/PB",(83) 99349-2389,débora.almeida.@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1130,86,1,1,2026-01-29 16:15:00,Check-up cardiológico,Realizada,Sala 101,270.0,André Rocha Dias,192.544.200-91,1991-04-24,Masculino,"Rua das Flores, 1236 - Centro, João Pessoa/PB",(83) 99441-2646,andré.rocha.dia@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1428,109,1,1,2026-05-25 16:00:00,Eletrocardiograma de rotina,Realizada,Sala 101,270.0,Mateus Ribeiro Machado,385.687.331-64,2002-02-25,Masculino,"Rua Esperança, 1105 - Jaguaribe, João Pessoa/PB",(83) 99730-1430,mateus.ribeiro.@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
217,32,1,1,2025-03-20 15:30:00,Acompanhamento de hipertensão,Realizada,Sala 101,270.0,Daniela Coutinho Lins,202.175.650-37,2013-10-19,Feminino,"Rua dos Ipês, 291 - Cabo Branco, João Pessoa/PB",(83) 99036-5345,daniela.coutinh@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1096,34,1,1,2026-01-19 16:15:00,Acompanhamento de hipertensão,Realizada,Sala 101,300.0,Diego Souza Mendes,259.378.388-87,1968-12-18,Masculino,"Rua Esperança, 1091 - Bessa, João Pessoa/PB",(83) 98431-6617,diego.souza.men@email.com,Particular,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
206,9,1,1,2025-03-15 12:15:00,Dor no peito e palpitações,Não Compareceu,Sala 101,255.0,Thiago Rocha Cavalcanti,374.167.316-82,1959-06-13,Masculino,"Rua Esperança, 2054 - Bessa, João Pessoa/PB",(83) 99794-6155,thiago.rocha.ca@email.com,SulAmérica,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
888,9,1,1,2025-11-04 14:45:00,Eletrocardiograma de rotina,Realizada,Sala 101,255.0,Thiago Rocha Cavalcanti,374.167.316-82,1959-06-13,Masculino,"Rua Esperança, 2054 - Bessa, João Pessoa/PB",(83) 99794-6155,thiago.rocha.ca@email.com,SulAmérica,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
896,76,1,1,2025-11-07 15:00:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Carolina Costa Costa,521.810.607-46,1968-03-11,Feminino,"Rua Principal, 1872 - Torre, João Pessoa/PB",(83) 99356-7561,carolina.costa.@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
973,76,1,1,2025-12-06 17:00:00,Acompanhamento de hipertensão,Realizada,Sala 101,246.0,Carolina Costa Costa,521.810.607-46,1968-03-11,Feminino,"Rua Principal, 1872 - Torre, João Pessoa/PB",(83) 99356-7561,carolina.costa.@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1162,115,1,1,2026-02-11 17:15:00,Check-up cardiológico,Realizada,Sala 101,255.0,Juliana Martins Machado,570.179.982-50,1960-07-01,Feminino,"Rua Bancários, 1720 - Jaguaribe, João Pessoa/PB",(83) 99179-8033,juliana.martins@email.com,SulAmérica,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1542,115,1,1,2026-07-02 11:45:00,Eletrocardiograma de rotina,Realizada,Sala 101,255.0,Juliana Martins Machado,570.179.982-50,1960-07-01,Feminino,"Rua Bancários, 1720 - Jaguaribe, João Pessoa/PB",(83) 99179-8033,juliana.martins@email.com,SulAmérica,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1309,108,1,1,2026-04-13 09:00:00,Dor no peito e palpitações,Realizada,Sala 101,246.0,Fernanda Carvalho Ribeiro,394.714.419-55,2009-12-02,Feminino,"Rua das Flores, 1985 - Bessa, João Pessoa/PB",(83) 98212-9313,fernanda.carval@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1126,62,1,1,2026-01-29 16:45:00,Check-up cardiológico,Realizada,Sala 101,270.0,Aline Silva Lopes,317.463.916-43,1996-03-16,Feminino,"Rua Esperança, 1141 - Jaguaribe, João Pessoa/PB",(83) 98697-5581,aline.silva.lop@email.com,Unimed,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
999,54,1,1,2025-12-16 08:30:00,Dor no peito e palpitações,Realizada,Sala 101,300.0,Leonardo Vieira Vieira,538.238.987-69,1958-02-21,Masculino,"Rua Bancários, 1350 - Altiplano, João Pessoa/PB",(83) 98372-1823,leonardo.vieira@email.com,Particular,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1103,52,1,1,2026-01-21 17:15:00,Dor no peito e palpitações,Realizada,Sala 101,246.0,Bruno Gomes Moreira,865.852.659-87,2004-07-18,Masculino,"Rua das Flores, 1127 - Centro, João Pessoa/PB",(83) 99838-4613,bruno.gomes.mor@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
1528,52,1,1,2026-06-29 17:00:00,Check-up cardiológico,Realizada,Sala 101,246.0,Bruno Gomes Moreira,865.852.659-87,2004-07-18,Masculino,"Rua das Flores, 1127 - Centro, João Pessoa/PB",(83) 99838-4613,bruno.gomes.mor@email.com,Amil,Dr. Marcelo Henrique Vieira,8910/PB,Cardiologia,40
